learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes)
532300.0,24.302134,1.0733566761244507E-6,532300.0,87.6,75.1984126984127,76.95167286245352,75.3479125248509,532300.0,98928.0
532400.0,24.304879,1.0734269282076927E-6,532400.0,87.3,74.59857752034114,76.73992673992673,74.85148514851485,532400.0,98928.0
532500.0,24.307637,1.0734975129966112E-6,532500.0,87.9,75.77364172219376,77.67527675276752,75.94433399602386,532500.0,98928.0
532600.0,24.310453,1.073569582164702E-6,532600.0,86.8,73.59915517296554,75.46468401486987,73.75745526838966,532600.0,98928.0
532700.0,24.313404,1.07364510635328E-6,532700.0,86.8,73.60031679619844,74.90494296577947,73.54709418837675,532700.0,98928.0
532800.0,24.316186,1.0737163053680629E-6,532800.0,86.6,73.19871353824983,74.18111753371869,73.4126984126984,532800.0,98928.0
532900.0,24.319112,1.0737911897380322E-6,532900.0,87.0,74.0004159933441,74.8062015503876,74.35897435897436,532900.0,98928.0
533000.0,24.321936,1.0738634636480777E-6,533000.0,87.4,74.79919357419438,75.81573896353167,74.54545454545455,533000.0,98928.0
533100.0,24.324783,1.0739363261912434E-6,533100.0,87.4,74.8,75.390625,74.49392712550608,533100.0,98928.0
533200.0,24.327607,1.0740087228371867E-6,533200.0,87.7,75.39468525201444,76.0233918128655,75.4980079681275,533200.0,99096.0
533300.0,24.330336,1.0740786840435534E-6,533300.0,87.3,74.5987807414756,75.049115913556,74.08163265306122,533300.0,99096.0
533400.0,24.333158,1.074151152066059E-6,533400.0,87.6,75.18570696721312,75.1503006012024,74.22037422037423,533400.0,99264.0
533500.0,24.33616,1.0742282424287666E-6,533500.0,87.7,75.39704764571749,75.64356435643565,74.74332648870636,533500.0,99264.0
533600.0,24.339193,1.0743061288611759E-6,533600.0,89.2,78.3853885226413,78.4,77.59336099585063,533600.0,99264.0
533700.0,24.342143,1.0743818838811585E-6,533700.0,89.60000000000001,79.19026104216775,79.15831663326654,78.46790890269152,533700.0,99264.0
533800.0,24.344877,1.0744520920928985E-6,533800.0,90.10000000000001,80.19175977206518,80.3960396039604,79.33194154488518,533800.0,99264.0
533900.0,24.347747,1.0745257927394579E-6,533900.0,90.2,80.39529487076898,80.36072144288578,79.36842105263159,533900.0,99264.0
534000.0,24.350539,1.0745974903719297E-6,534000.0,90.4,80.79516038041588,80.3680981595092,80.08298755186722,534000.0,99264.0
534100.0,24.353334,1.0746692650434048E-6,534100.0,90.7,81.40089275714766,80.94262295081968,80.94262295081968,534100.0,99264.0
534200.0,24.356146,1.0747414762692323E-6,534200.0,90.7,81.40104154167366,80.58455114822547,80.8641975308642,534200.0,99264.0
534300.0,24.358889,1.0748119155979824E-6,534300.0,90.7,81.40223173219215,80.58455114822547,81.17408906882592,534300.0,99264.0
534400.0,24.361634,1.074882406286068E-6,534400.0,90.2,80.39647136484568,79.45492662473795,80.36072144288578,534400.0,99264.0
534500.0,24.364367,1.07495258881814E-6,534500.0,89.5,78.99411835313887,77.37068965517241,79.04191616766467,534500.0,99264.0
534600.0,24.367085,1.0750223861551953E-6,534600.0,89.1,78.19145104881113,76.95560253699789,78.2435129740519,534600.0,99264.0
534700.0,24.369888,1.0750943662640127E-6,534700.0,89.1,78.18516591282072,77.14884696016772,77.89046653144015,534700.0,99264.0
534800.0,24.372845,1.0751703010416698E-6,534800.0,88.9,77.76673904160624,76.68067226890757,77.1604938271605,534800.0,99264.0
534900.0,24.375722,1.0752441814459037E-6,534900.0,88.6,77.14817205421897,76.44628099173553,76.59137577002053,534900.0,99264.0
535000.0,24.378545,1.075316675148077E-6,535000.0,88.7,77.35380175558139,76.84426229508196,77.03252032520325,535000.0,99264.0
535100.0,24.381924,1.0754034467455418E-6,535100.0,88.8,77.59139509571676,77.51004016064257,77.23577235772358,535100.0,99264.0
535200.0,24.385139,1.075486006877489E-6,535200.0,88.4,76.7777065983344,76.75350701402806,76.03305785123968,535200.0,99264.0
535300.0,24.388036,1.075560400875079E-6,535300.0,88.4,76.79210931716783,76.47058823529413,75.93360995850622,535300.0,99264.0
535400.0,24.390791,1.0756311483598423E-6,535400.0,88.2,76.37732222934017,76.49402390438247,75.41666666666667,535400.0,99264.0
535500.0,24.39373,1.0757066209034792E-6,535500.0,89.0,77.96898032429661,78.30374753451676,76.98744769874477,535500.0,99264.0
535600.0,24.396798,1.0757854061242611E-6,535600.0,88.9,77.77688796348203,78.10650887573965,76.875,535600.0,99264.0
535700.0,24.399637,1.075858310701119E-6,535700.0,89.2,78.38954053762022,78.44311377245509,77.91411042944786,535700.0,99264.0
535800.0,24.402664,1.0759360430555215E-6,535800.0,89.4,78.79346838826359,78.84231536926148,78.32310838445808,535800.0,99264.0
535900.0,24.405398,1.0760062512672614E-6,535900.0,90.0,79.98655096224664,79.50819672131148,79.50819672131148,535900.0,99264.0
536000.0,24.408163,1.0760772555487028E-6,536000.0,90.0,79.99639935188334,79.42386831275721,79.7160243407708,536000.0,99264.0
536100.0,24.4112,1.0761552446997833E-6,536100.0,90.10000000000001,80.15252483941589,79.02542372881356,79.15789473684211,536100.0,99264.0
536200.0,24.414469,1.0762391915337912E-6,536200.0,90.8,81.53796757103869,80.67226890756302,80.34188034188034,536200.0,99264.0
536300.0,24.417448,1.0763156912641398E-6,536300.0,91.0,81.93924361552263,81.44329896907217,80.81023454157783,536300.0,99264.0
536400.0,24.420344,1.0763900595820618E-6,536400.0,91.9,83.76115668679482,83.53658536585367,82.83898305084747,536400.0,99264.0
536500.0,24.423189,1.0764631182369264E-6,536500.0,91.10000000000001,82.16103971072823,81.79959100204499,81.14406779661017,536500.0,99264.0
536600.0,24.425938,1.0765337116436832E-6,536600.0,91.0,81.98270339525945,81.21085594989562,81.17154811715481,536600.0,99264.0
536700.0,24.428918,1.0766102370536995E-6,536700.0,90.4,80.7750075097627,80.12422360248448,79.70401691331924,536700.0,99264.0
536800.0,24.432721,1.0767078968303077E-6,536800.0,90.2,80.39560861633007,79.62577962577963,79.75206611570248,536800.0,99264.0
536900.0,24.437443,1.0768291562216155E-6,536900.0,89.7,79.39950558813412,78.54166666666667,79.1919191919192,536900.0,99264.0
537000.0,24.441543,1.0769344428595574E-6,537000.0,89.60000000000001,79.19067742348572,78.19706498951781,78.42323651452283,537000.0,99264.0
537100.0,24.444825,1.0770187235292466E-6,537100.0,89.0,77.99894394930958,77.13097713097713,77.55102040816327,537100.0,99264.0
537200.0,24.447807,1.0770953002985985E-6,537200.0,89.0,77.98282660475171,76.93920335429769,78.0439121756487,537200.0,99264.0
537300.0,24.45072,1.077170105170873E-6,537300.0,89.4,78.78981911317433,77.8705636743215,78.96825396825398,537300.0,99264.0
537400.0,24.45363,1.077244833004144E-6,537400.0,89.3,78.58200888746548,77.47368421052632,78.76984126984128,537400.0,99264.0
537500.0,24.456356,1.0773148357785416E-6,537500.0,89.3,78.55659855547628,77.03862660944206,78.55711422845691,537500.0,99264.0
537600.0,24.459122,1.0773858657396507E-6,537600.0,89.4,78.7550456766518,77.63713080168777,78.05383022774328,537600.0,99264.0
537700.0,24.462115,1.0774627249853483E-6,537700.0,89.60000000000001,79.1198201092194,77.87234042553192,78.6008230452675,537700.0,99264.0
537800.0,24.465071,1.0775386340833377E-6,537800.0,89.60000000000001,79.13992297817715,77.6824034334764,78.42323651452283,537800.0,99264.0
537900.0,24.467939,1.0776122833705615E-6,537900.0,89.8,79.5794160513798,78.43551797040169,78.38983050847457,537900.0,99264.0
538000.0,24.471746,1.0777103137514661E-6,538000.0,89.5,78.95791583166333,77.9874213836478,78.125,538000.0,99536.0
538100.0,24.475447,1.0778101950759692E-6,538100.0,90.2,80.27446670611774,79.58333333333334,79.10447761194031,538100.0,104320.0
538200.0,24.478343,1.0778887708857659E-6,538200.0,89.60000000000001,79.15037789940058,78.15126050420169,78.46790890269152,538200.0,104880.0
538300.0,24.48133,1.0779698157558841E-6,538300.0,89.3,78.55831736896526,77.03862660944206,77.80082987551867,538300.0,104880.0
538400.0,24.484351,1.0780517831320567E-6,538400.0,89.3,78.58440945007966,76.63755458515284,78.02874743326488,538400.0,104880.0
538500.0,24.487363,1.0781335063154502E-6,538500.0,89.8,79.59485790419187,78.52631578947368,79.22606924643586,538500.0,104880.0
538600.0,24.490296,1.0782130860288941E-6,538600.0,90.0,80.00095995392222,78.99159663865547,79.91967871485944,538600.0,104880.0
538700.0,24.493807,1.07830834834526E-6,538700.0,89.60000000000001,79.20158067986833,78.33333333333333,79.11646586345383,538700.0,104880.0
538800.0,24.496916,1.0783927033841612E-6,538800.0,88.9,77.80585925315717,77.25409836065575,77.39307535641548,538800.0,104880.0
538900.0,24.499847,1.0784722288325432E-6,538900.0,88.9,77.80088796448142,77.34693877551021,77.53036437246963,538900.0,104880.0
539000.0,24.502865,1.0785541148111227E-6,539000.0,89.1,78.18900725965887,77.5257731958763,77.75510204081633,539000.0,104880.0
539100.0,24.505861,1.07863540387402E-6,539100.0,88.8,77.54070746771477,77.14285714285715,77.73359840954275,539100.0,104880.0
539200.0,24.509474,1.0787334337085488E-6,539200.0,89.1,78.16768817850419,78.28685258964144,77.80040733197556,539200.0,104880.0
539300.0,24.512629,1.0788190368438762E-6,539300.0,88.9,77.80372897353244,78.06324110671937,77.57575757575758,539300.0,104880.0
539400.0,24.515594,1.0788994847983124E-6,539400.0,89.3,78.60564810889925,78.85375494071147,78.20773930753563,539400.0,104880.0
539500.0,24.518639,1.0789821033552293E-6,539500.0,89.4,78.80305236046009,78.96825396825398,78.41140529531569,539500.0,104880.0
539600.0,24.523942,1.0791259871671602E-6,539600.0,88.9,77.79928957726648,77.48478701825559,77.30061349693251,539600.0,104880.0
539700.0,24.528521,1.079250227026642E-6,539700.0,89.3,78.59965759452152,78.64271457085829,78.34008097165992,539700.0,104880.0
539800.0,24.532391,1.0793552299216395E-6,539800.0,89.9,79.7975757090851,79.92047713717693,79.71887550200803,539800.0,104880.0
539900.0,24.535434,1.079437794213494E-6,539900.0,90.3,80.59316879541599,80.56112224448898,80.24439918533605,539900.0,104880.0
540000.0,24.596568,1.081096514364084E-6,540000.0,90.3,80.52287056744709,81.1284046692607,79.83367983367984,540000.0,104880.0
540100.0,24.599806,1.081184369499485E-6,540100.0,90.10000000000001,80.14042126379137,80.43478260869566,79.62962962962963,540100.0,104880.0
540200.0,24.603958,1.0812970237682267E-6,540200.0,90.3,80.52756253262136,80.56112224448898,80.0411522633745,540200.0,104880.0
540300.0,24.608124,1.0814100578924025E-6,540300.0,90.3,80.53725210077289,80.63872255489024,79.53586497890296,540300.0,104880.0
540400.0,24.614986,1.0816062108675644E-6,540400.0,89.1,78.12948947406439,78.54330708661418,77.0042194092827,540400.0,110496.0
540500.0,24.619586,1.0817377036809927E-6,540500.0,88.2,76.30331753554502,76.63366336633663,74.8936170212766,540500.0,110496.0
540600.0,24.623405,1.0818468713015323E-6,540600.0,88.0,75.94910831319072,76.878612716763,74.84276729559748,540600.0,110496.0
540700.0,24.627084,1.0819520369668807E-6,540700.0,87.9,75.7330231438771,76.32093933463796,74.25531914893617,540700.0,110496.0
540800.0,24.630705,1.0820555446793641E-6,540800.0,87.6,75.13914061622853,75.68627450980392,73.39055793991416,540800.0,110496.0
540900.0,24.634488,1.0821636832257117E-6,540900.0,86.5,72.97492072643412,73.93822393822393,71.3375796178344,540900.0,110496.0
541000.0,24.639757,1.0823142996678754E-6,541000.0,85.8,71.6162355132864,71.76938369781311,70.96114519427402,541000.0,110496.0
541100.0,24.644074,1.0824377028147383E-6,541100.0,85.39999999999999,70.80934101087651,70.9741550695825,69.58333333333333,541100.0,110496.0
541200.0,24.647413,1.0825331494460506E-6,541200.0,85.2,70.39324966092269,70.92337917485266,69.23076923076923,541200.0,110496.0
541300.0,24.650778,1.0826293392976127E-6,541300.0,85.3,70.61058019113119,71.2890625,70.061099796334,541300.0,110496.0
541400.0,24.655173,1.0827609026432039E-6,541400.0,85.0,70.00467927003388,70.29702970297029,69.8189134808853,541400.0,115712.0
541500.0,24.658299,1.0828548022359611E-6,541500.0,84.5,68.9677264354929,69.48818897637796,68.62348178137651,541500.0,116112.0
541600.0,24.661417,1.082948461522659E-6,541600.0,83.6,67.17544723453143,67.46031746031746,66.39344262295081,541600.0,116112.0
541700.0,24.664624,1.0830447942142688E-6,541700.0,83.1,66.17185498334614,66.7976424361493,65.5804480651731,541700.0,116112.0
541800.0,24.667991,1.083145933027069E-6,541800.0,83.1,66.16589522238417,66.53465346534652,66.06425702811244,541800.0,116112.0
541900.0,24.671206,1.0832425060247383E-6,541900.0,84.0,67.97578969701094,68.06387225548902,68.0,541900.0,116112.0
542000.0,24.674444,1.0833397699023288E-6,542000.0,85.1,70.1985695313375,70.55335968379445,70.14028056112224,542000.0,116112.0
542100.0,24.677577,1.0834338797628881E-6,542100.0,85.39999999999999,70.78738014822403,71.65048543689319,70.9741550695825,542100.0,116112.0
542200.0,24.682521,1.0835823889076711E-6,542200.0,85.1,70.18712083620123,70.8984375,70.61143984220907,542200.0,116112.0
542300.0,24.687628,1.0837357942884168E-6,542300.0,84.39999999999999,68.79887675956334,69.23076923076923,68.8,542300.0,116112.0
542400.0,24.691874,1.0838633367295068E-6,542400.0,85.2,70.40011839952639,71.15009746588694,70.28112449799197,542400.0,116112.0
542500.0,24.695219,1.0839638147006434E-6,542500.0,86.7,73.39936158467803,74.373795761079,73.18548387096774,542500.0,116112.0
542600.0,24.698565,1.0840643227100373E-6,542600.0,87.8,75.59560720929768,76.35658914728683,75.50200803212851,542600.0,116112.0
542700.0,24.701715,1.084158943220973E-6,542700.0,88.2,76.39405130092783,76.86274509803923,76.20967741935483,542700.0,116112.0
542800.0,24.704856,1.084253293387592E-6,542800.0,88.5,76.98803377756434,77.58284600389864,76.67342799188641,542800.0,116112.0
542900.0,24.708195,1.0843535911291838E-6,542900.0,88.1,76.19485808934729,77.07129094412332,75.95959595959596,542900.0,116112.0
543000.0,24.711347,1.0844482717166344E-6,543000.0,87.7,75.39822867246441,76.57142857142857,74.949083503055,543000.0,116112.0
543100.0,24.714704,1.0845491101468603E-6,543100.0,87.9,75.79748293822557,76.81992337164752,75.3061224489796,543100.0,116112.0
543200.0,24.718016,1.0846485968555014E-6,543200.0,88.4,76.80148470497889,77.60617760617761,75.98343685300208,543200.0,116112.0
543300.0,24.721155,1.0847428869456055E-6,543300.0,89.2,78.39956799135983,79.15057915057916,77.45302713987473,543300.0,116112.0
543400.0,24.724302,1.0848375541158021E-6,543400.0,89.3,78.6030811563135,79.26356589147288,77.13675213675214,543400.0,116280.0
543500.0,24.727687,1.084939380735159E-6,543500.0,88.6,77.19936158212431,77.51479289940829,76.10062893081762,543500.0,116280.0
543600.0,24.731772,1.0850621377428375E-6,543600.0,88.0,75.99529507783525,76.60818713450293,74.84276729559748,543600.0,116160.0
543700.0,24.735745,1.0851871861848568E-6,543700.0,88.2,76.40330353750475,76.953125,75.6701030927835,543700.0,121664.0
543800.0,24.739201,1.0852963199052547E-6,543800.0,88.0,75.99615938550168,76.51663405088063,75.20661157024794,543800.0,122064.0
543900.0,24.742534,1.0854015695262288E-6,543900.0,87.5,74.99979999839998,75.14910536779324,74.17355371900827,543900.0,122064.0
544000.0,24.745952,1.0855095032809512E-6,544000.0,87.6,75.2,75.249500998004,74.32712215320912,544000.0,122064.0
544100.0,24.749302,1.0856152897286748E-6,544100.0,88.2,76.4003775939585,76.49402390438247,75.31380753138075,544100.0,122064.0
544200.0,24.752495,1.0857161184234755E-6,544200.0,88.1,76.19980959847679,76.5748031496063,74.84143763213531,544200.0,122064.0
544300.0,24.755998,1.085826736311946E-6,544300.0,87.3,74.59979679837438,75.3875968992248,72.97872340425532,544300.0,122064.0
544400.0,24.759229,1.0859287649724222E-6,544400.0,87.1,74.20061918513956,75.0,73.23651452282157,544400.0,122064.0
544500.0,24.762605,1.0860353724492924E-6,544500.0,87.4,74.80120954194199,76.04562737642586,73.8045738045738,544500.0,122064.0
544600.0,24.765905,1.0861395799948112E-6,544600.0,87.2,74.3998975995904,75.52581261950286,73.49896480331263,544600.0,122064.0
544700.0,24.769227,1.0862444822573E-6,544700.0,87.1,74.18657702005042,75.33460803059273,72.61146496815286,544700.0,122064.0
544800.0,24.772491,1.0863475529932315E-6,544800.0,86.9,73.80104795808168,74.36399217221134,72.65135699373695,544800.0,122064.0
544900.0,24.775848,1.086453560487264E-6,544900.0,87.4,74.80967308553515,75.53398058252428,73.24840764331209,544900.0,122064.0
545000.0,24.779113,1.0865566628012394E-6,545000.0,87.0,74.00499104171999,75.0,73.02904564315352,545000.0,122064.0
545100.0,24.782547,1.0866651018046672E-6,545100.0,86.5,73.01187477509895,73.83720930232558,72.04968944099379,545100.0,122064.0
545200.0,24.78584,1.0867690883038773E-6,545200.0,86.2,72.4185347446516,72.94117647058823,71.66324435318275,545200.0,122064.0
545300.0,24.789242,1.086876516809894E-6,545300.0,86.8,73.61350988293994,73.86138613861387,73.65269461077844,545300.0,122064.0
545400.0,24.792546,1.0869808506675894E-6,545400.0,87.2,74.4098266265754,74.55268389662028,74.08906882591093,545400.0,122064.0
545500.0,24.79598,1.0870892896710171E-6,545500.0,87.3,74.62131809280204,74.44668008048289,74.1869918699187,545500.0,122064.0
545600.0,24.799293,1.0871939077311093E-6,545600.0,87.8,75.60926847797838,75.79365079365078,75.20325203252033,545600.0,122064.0
545700.0,24.802687,1.0873010836127732E-6,545700.0,87.3,74.60426648323082,75.1953125,74.1869918699187,545700.0,122064.0
545800.0,24.80593,1.0874034912097785E-6,545800.0,87.3,74.60162549596826,75.6704980842912,73.65145228215766,545800.0,122064.0
545900.0,24.80922,1.0875073829748564E-6,545900.0,87.5,74.99099675883318,75.96153846153845,74.12008281573499,545900.0,122064.0
546000.0,24.812783,1.0876198955459727E-6,546000.0,87.7,75.33369697747546,76.0233918128655,73.60515021459227,546000.0,122064.0
546100.0,24.816104,1.0877247662304176E-6,546100.0,87.8,75.57841131560299,76.03143418467585,74.63617463617463,546100.0,122064.0
546200.0,24.819489,1.0878316579096847E-6,546200.0,88.5,76.97494874423373,77.66990291262135,76.14107883817427,546200.0,122064.0
546300.0,24.822688,1.08793267607275E-6,546300.0,88.6,77.14294880020532,77.6031434184676,75.9493670886076,546300.0,122064.0
546400.0,24.826062,1.088039220393532E-6,546400.0,88.6,77.16702919015059,77.86407766990293,76.20041753653445,546400.0,122064.0
546500.0,24.829562,1.0881497435478702E-6,546500.0,88.7,77.37828315182576,78.18532818532819,76.60455486542443,546500.0,122064.0
546600.0,24.832904,1.088255277371241E-6,546600.0,88.8,77.58251436120173,77.99607072691552,76.81159420289855,546600.0,122064.0
546700.0,24.836329,1.088363432172272E-6,546700.0,88.9,77.78827220772568,78.40466926070039,77.30061349693251,546700.0,122064.0
546800.0,24.839602,1.0884667871106002E-6,546800.0,89.60000000000001,79.19708759226292,79.48717948717949,78.989898989899,546800.0,122064.0
546900.0,24.843056,1.08857585767491E-6,546900.0,89.4,78.79872792367543,79.09270216962526,78.62903225806453,546900.0,122064.0
547000.0,24.846349,1.0886798441741201E-6,547000.0,89.5,78.99294162838714,79.28994082840237,78.95791583166333,547000.0,122064.0
547100.0,24.849561,1.0887812728517584E-6,547100.0,89.1,78.2008719651214,78.58546168958743,77.84552845528455,547100.0,122064.0
547200.0,24.852956,1.0888884803114665E-6,547200.0,88.6,77.20291802649261,77.55905511811024,76.49484536082475,547200.0,122064.0
547300.0,24.856261,1.088992845747206E-6,547300.0,87.6,75.19732131070155,75.3479125248509,74.48559670781893,547300.0,122064.0
547400.0,24.859543,1.0890964848879311E-6,547400.0,87.7,75.39940958583006,75.05070993914808,74.63917525773196,547400.0,122064.0
547500.0,24.862814,1.0891997766701711E-6,547500.0,87.6,75.20238057146514,74.22037422037423,74.74541751527495,547500.0,122064.0
547600.0,24.866074,1.0893027210939261E-6,547600.0,88.3,76.60393053966934,75.82644628099173,75.87628865979381,547600.0,122064.0
547700.0,24.86924,1.0894026971815361E-6,547700.0,88.7,77.40162708285003,76.35983263598327,76.65289256198348,547700.0,122064.0
547800.0,24.872488,1.089505262668762E-6,547800.0,88.5,77.00496692714374,76.33744855967079,76.14107883817427,547800.0,122064.0
547900.0,24.875733,1.0896077334218556E-6,547900.0,88.4,76.79897915508282,76.51821862348179,76.08247422680412,547900.0,122064.0
548000.0,24.879169,1.0897162355813715E-6,548000.0,88.3,76.59925117603763,76.07361963190185,76.07361963190185,548000.0,122064.0
548100.0,24.882454,1.089819969456229E-6,548100.0,87.8,75.59687640017923,75.10204081632654,74.36974789915966,548100.0,122064.0
548200.0,24.887231,1.0899708177728785E-6,548200.0,87.2,74.39928317992904,73.77049180327869,73.71663244353182,548200.0,122064.0
548300.0,24.891552,1.09010726650142E-6,548300.0,87.9,75.80135512411306,75.40650406504065,75.35641547861506,548300.0,122064.0
548400.0,24.894998,1.090216084441377E-6,548400.0,88.2,76.40066078149812,76.11336032388664,75.86912065439672,548400.0,122064.0
548500.0,24.898255,1.0903189341309998E-6,548500.0,88.0,76.0,76.09561752988047,75.51020408163265,548500.0,122064.0
548600.0,24.901512,1.0904217838206226E-6,548600.0,87.2,74.40614252579381,74.7534516765286,73.93075356415478,548600.0,122064.0
548700.0,24.90491,1.090529086014463E-6,548700.0,87.6,75.20595057186276,75.39682539682539,74.94949494949495,548700.0,122064.0
548800.0,24.908139,1.090631051518851E-6,548800.0,88.1,76.2079941139777,75.76374745417516,76.00806451612904,548800.0,122064.0
548900.0,24.911389,1.090733680162165E-6,548900.0,88.2,76.4042472354976,75.81967213114754,76.11336032388664,548900.0,122064.0
549000.0,24.914634,1.0908361509152585E-6,549000.0,88.6,77.20729366602687,76.59137577002053,76.68711656441718,549000.0,122064.0
549100.0,24.91787,1.0909383374659552E-6,549100.0,89.7,79.4,78.9795918367347,79.27565392354126,549100.0,122064.0
549200.0,24.921106,1.0910405240166519E-6,549200.0,90.4,80.80460689434537,80.24691358024691,80.12422360248448,549200.0,122064.0
549300.0,24.924404,1.0911446684060825E-6,549300.0,90.2,80.39882392943576,79.95910020449898,79.32489451476795,549300.0,122064.0
549400.0,24.927629,1.0912465075982942E-6,549400.0,89.7,79.39505481315517,79.0224032586558,78.03837953091684,549400.0,122064.0
549500.0,24.932321,1.0914008088741037E-6,549500.0,89.1,78.16821291800863,78.2,76.25272331154684,549500.0,127120.0
549600.0,24.935857,1.0915176061623626E-6,549600.0,89.0,77.95653027770764,77.7327935222672,76.03485838779956,549600.0,127680.0
549700.0,24.93924,1.0916293497218026E-6,549700.0,88.9,77.76531388966788,77.25409836065575,75.97402597402598,549700.0,127680.0
549800.0,24.942568,1.0917392765813403E-6,549800.0,88.4,76.7315908771789,76.42276422764228,74.39293598233996,549800.0,127680.0
549900.0,24.945918,1.091849930120839E-6,549900.0,88.4,76.74977952377134,75.78288100208769,74.67248908296943,549900.0,127680.0
550000.0,24.949346,1.091963160071108E-6,550000.0,87.7,75.34200439433548,74.53416149068323,73.26086956521739,550000.0,127680.0
550100.0,24.952705,1.0920741108887726E-6,550100.0,87.5,74.97056538489262,73.95833333333334,73.46072186836517,550100.0,127680.0
550200.0,24.956066,1.0921851277682517E-6,550200.0,87.2,74.38032408890027,73.71663244353182,73.55371900826447,550200.0,127680.0
550300.0,24.959592,1.0923015947474375E-6,550300.0,86.9,73.76789189968521,72.70833333333333,72.82157676348547,550300.0,127680.0
550400.0,24.963008,1.0924144283268187E-6,550400.0,86.4,72.79118434372737,72.01646090534979,72.30142566191445,550400.0,127680.0
550500.0,24.966368,1.0925254121753904E-6,550500.0,86.8,73.5857362976007,72.26890756302521,72.78350515463917,550500.0,127680.0
550600.0,24.969773,1.0926378824147913E-6,550600.0,86.8,73.5703988467083,71.91489361702126,72.5,550600.0,127680.0
550700.0,24.973356,1.092756232155694E-6,550700.0,86.9,73.7653702887812,72.53668763102725,72.59414225941421,550700.0,127680.0
550800.0,24.977337,1.0928877281977071E-6,550800.0,87.0,73.97001345550073,73.57723577235772,73.02904564315352,550800.0,127680.0
550900.0,24.980944,1.0930068706803852E-6,550900.0,87.4,74.76517594280106,75.14792899408283,73.58490566037736,550900.0,127680.0
551000.0,24.984382,1.0931204309397275E-6,551000.0,87.9,75.79186606699851,76.13412228796844,74.73903966597078,551000.0,127680.0
551100.0,24.988014,1.0932403991950885E-6,551100.0,87.3,74.57762831291537,74.6506986027944,73.54166666666666,551100.0,127680.0
551200.0,24.991448,1.0933538273308014E-6,551200.0,87.6,75.16115204179337,75.2988047808765,74.0041928721174,551200.0,127680.0
551300.0,24.995047,1.093472705566221E-6,551300.0,88.0,75.98770570532113,76.60818713450293,75.20661157024794,551300.0,127680.0
551400.0,24.998362,1.0935822030239638E-6,551400.0,88.1,76.16529667195438,76.62082514734774,74.78813559322035,551400.0,127680.0
551500.0,25.002089,1.0937053092155194E-6,551500.0,88.1,76.20114234516744,76.43564356435644,76.00806451612904,551500.0,127680.0
551600.0,25.005612,1.0938216771019832E-6,551600.0,88.5,77.00110394701055,77.62645914396887,76.90763052208835,551600.0,127680.0
551700.0,25.008976,1.0939327930741843E-6,551700.0,88.6,77.2,77.6031434184676,76.68711656441718,551700.0,127680.0
551800.0,25.012533,1.0940502840114967E-6,551800.0,88.6,77.20319155318256,76.8762677484787,76.82926829268293,551800.0,127680.0
551900.0,25.015901,1.094161532107327E-6,551900.0,88.6,77.20082077045227,76.05042016806722,76.73469387755102,551900.0,127680.0
552000.0,25.019356,1.0942756538920935E-6,552000.0,88.6,77.18466809696116,75.79617834394905,76.49484536082475,552000.0,127680.0
552100.0,25.022759,1.0943880580696798E-6,552100.0,88.6,77.17269854746277,76.15062761506276,76.05042016806722,552100.0,127680.0
552200.0,25.026375,1.0945074978305237E-6,552200.0,87.6,75.18957962344184,73.83966244725738,74.05857740585773,552200.0,127680.0
552300.0,25.029881,1.0946233041915632E-6,552300.0,87.9,75.77228349231521,74.84407484407485,74.63312368972747,552300.0,127680.0
552400.0,25.033225,1.094733759545618E-6,552400.0,88.4,76.78439911620609,76.13168724279835,76.08247422680412,552400.0,127680.0
552500.0,25.036584,1.0948447103632825E-6,552500.0,88.7,77.34108682574694,76.74897119341564,76.10993657505286,552500.0,127680.0
552600.0,25.040116,1.094961375527912E-6,552600.0,88.1,76.16013975366813,75.61475409836066,75.25987525987526,552600.0,127680.0
552700.0,25.043541,1.0950745063854592E-6,552700.0,87.8,75.59062680069147,75.25354969574036,75.20325203252033,552700.0,127680.0
552800.0,25.047101,1.0951920964154936E-6,552800.0,87.8,75.60087836837873,75.15274949083503,75.20325203252033,552800.0,127680.0
552900.0,25.050451,1.0953027499549922E-6,552900.0,87.5,75.0019998400128,74.59349593495935,74.8995983935743,552900.0,127680.0
553000.0,25.055663,1.0954749070439077E-6,553000.0,87.5,74.99939998559965,75.39370078740157,75.44204322200393,553000.0,127680.0
553100.0,25.061014,1.0956516554289398E-6,553100.0,87.9,75.79128486255053,76.2278978388998,76.03960396039604,553100.0,127680.0
553200.0,25.065298,1.0957931598358689E-6,553200.0,88.4,76.78662909836066,77.16535433070867,76.93836978131213,553200.0,127680.0
553300.0,25.068781,1.09590820648604E-6,553300.0,88.3,76.57732685239311,76.69322709163346,77.05882352941177,553300.0,127680.0
553400.0,25.072149,1.0960194545818704E-6,553400.0,88.1,76.14848071835164,76.48221343873519,76.34194831013916,553400.0,127680.0
553500.0,25.075495,1.0961299759977398E-6,553500.0,88.3,76.51375852129017,76.87747035573122,76.31578947368422,553500.0,127680.0
553600.0,25.078991,1.0962454520497061E-6,553600.0,89.4,78.73339298683477,79.05138339920948,78.36734693877551,553600.0,127680.0
