learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
277000.0,5.428024,1.8189445067611E-8,277000.0,89.9,79.71349835699422,80.3883495145631,79.30327868852459,5544.0,22384.0,7.0,4.0,4.0,2.0,5064.0,0.0,1.028436018957346
278000.0,5.445921,1.8293082242210703E-8,278000.0,90.9,81.79810700312832,81.69014084507043,81.72690763052209,6544.0,22384.0,7.0,4.0,4.0,2.0,5064.0,0.0,1.028436018957346
279000.0,5.465985,1.8409267986814178E-8,279000.0,91.0,81.99827183409609,81.96392785571143,81.3664596273292,7544.0,22384.0,7.0,4.0,4.0,2.0,5064.0,0.0,1.028436018957346
280000.0,5.4836,1.8511272167993914E-8,280000.0,89.1,78.22560668653664,78.2,76.40692640692642,8544.0,22384.0,7.0,4.0,4.0,2.0,5064.0,0.0,1.028436018957346
281000.0,5.500482,1.8609031724433102E-8,281000.0,90.2,80.40188141938374,81.26195028680688,80.16194331983806,9544.0,22384.0,7.0,4.0,4.0,2.0,5064.0,0.0,1.028436018957346
282000.0,5.5177,1.8708736975159906E-8,282000.0,92.4,84.80024319610887,84.64646464646466,84.10041841004184,10544.0,22384.0,7.0,4.0,4.0,2.0,5064.0,0.0,1.028436018957346
283000.0,5.534744,1.8807434634202053E-8,283000.0,90.4,80.65888724131261,81.06508875739645,78.57142857142857,11544.0,22384.0,7.0,4.0,4.0,2.0,5064.0,0.0,1.028436018957346
284000.0,5.551719,1.890573273102442E-8,284000.0,92.30000000000001,84.60332568165278,85.24904214559388,84.84251968503938,12544.0,22384.0,7.0,4.0,4.0,2.0,5064.0,0.0,1.028436018957346
285000.0,5.572037,1.9023389327857227E-8,285000.0,90.4,80.77808701920189,81.64435946462716,80.16528925619835,13544.0,22384.0,7.0,4.0,4.0,2.0,5064.0,0.0,1.028436018957346
286000.0,5.592079,1.9052466133402452E-8,286000.0,88.9,77.76994496559348,77.88844621513944,77.48478701825559,304.0,5608.0,1.0,1.0,1.0,0.0,4896.0,0.0,1.0294117647058822
287000.0,5.610728,1.9079521983448E-8,287000.0,88.3,76.6,77.36943907156673,76.41129032258065,1304.0,5608.0,1.0,1.0,1.0,0.0,4896.0,0.0,1.0294117647058822
288000.0,5.629315,1.9106487884289687E-8,288000.0,90.60000000000001,81.1981198119812,81.34920634920636,80.33472803347281,2304.0,5608.0,1.0,1.0,1.0,0.0,4896.0,0.0,1.0294117647058822
289000.0,5.646598,1.9131561950263047E-8,289000.0,92.0,83.97056996645843,82.4561403508772,83.87096774193549,3304.0,5608.0,1.0,1.0,1.0,0.0,4896.0,0.0,1.0294117647058822
290000.0,5.671046,1.9167030952456923E-8,290000.0,79.7,59.172673445745914,59.80198019801981,58.31622176591377,400.0,5608.0,1.0,1.0,1.0,0.0,5064.0,0.0,1.028436018957346
291000.0,5.689792,1.9194227529482707E-8,291000.0,82.0,64.00230385255344,64.28571428571428,65.11627906976743,1400.0,5608.0,1.0,1.0,1.0,0.0,5064.0,0.0,1.028436018957346
292000.0,5.707317,1.9219652687509854E-8,292000.0,89.0,77.99295774647888,77.50511247443764,77.82258064516128,2400.0,5608.0,1.0,1.0,1.0,0.0,5064.0,0.0,1.028436018957346
293000.0,5.726536,1.924753548991349E-8,293000.0,88.9,77.80088796448142,78.27788649706459,77.01863354037268,520.0,5608.0,1.0,1.0,1.0,0.0,5064.0,0.0,1.028436018957346
294000.0,5.743605,1.9272299086054165E-8,294000.0,91.10000000000001,82.17647294428646,81.68724279835392,81.79959100204499,1520.0,5608.0,1.0,1.0,1.0,0.0,5064.0,0.0,1.028436018957346
295000.0,5.762184,1.9299253380546966E-8,295000.0,91.8,83.60596742785627,82.59023354564756,83.16221765913758,2520.0,5608.0,1.0,1.0,1.0,0.0,5064.0,0.0,1.028436018957346
296000.0,5.783476,1.936094584357407E-8,296000.0,88.8,77.4847217754905,78.08219178082192,76.27118644067797,3520.0,11200.0,3.0,2.0,2.0,1.0,5064.0,0.0,1.028436018957346
297000.0,5.800901,1.9436641828053525E-8,297000.0,85.0,69.9513211402472,69.38775510204081,69.0721649484536,4520.0,16792.0,5.0,3.0,3.0,2.0,5064.0,0.0,1.028436018957346
298000.0,5.81768,1.9509531522376667E-8,298000.0,88.5,76.91430590351385,76.67342799188641,75.58386411889597,5520.0,16792.0,5.0,3.0,3.0,2.0,5064.0,0.0,1.028436018957346
299000.0,5.835457,1.961247380615936E-8,299000.0,86.8,73.61213841632849,73.54709418837675,72.8395061728395,6520.0,22384.0,7.0,4.0,4.0,2.0,5064.0,0.0,1.028436018957346
300000.0,5.854095,1.9720401931554076E-8,300000.0,86.1,72.20022239822082,71.63265306122449,71.3991769547325,7520.0,22384.0,7.0,4.0,4.0,2.0,5064.0,0.0,1.028436018957346
301000.0,5.871429,1.9820778910070656E-8,301000.0,88.3,76.45325669572777,76.6,74.39824945295405,8520.0,22384.0,7.0,4.0,4.0,2.0,5064.0,0.0,1.028436018957346
302000.0,5.888636,1.9920420462472568E-8,302000.0,90.2,80.39960799215984,80.08130081300814,80.24193548387098,9520.0,22384.0,7.0,4.0,4.0,2.0,5064.0,0.0,1.028436018957346
303000.0,5.905766,2.0019616126600238E-8,303000.0,90.2,80.40101914700436,79.14893617021276,79.79381443298969,10520.0,22384.0,7.0,4.0,4.0,2.0,5064.0,0.0,1.028436018957346
304000.0,5.924437,2.0127735346969628E-8,304000.0,89.2,78.39481475554133,78.44311377245509,77.77777777777779,11520.0,22384.0,7.0,4.0,4.0,2.0,5064.0,0.0,1.028436018957346
305000.0,5.942285,2.0231088774485716E-8,305000.0,89.2,78.40665075156852,78.74015748031496,76.36761487964989,12520.0,22384.0,7.0,4.0,4.0,2.0,5064.0,0.0,1.028436018957346
306000.0,5.959094,2.0328425605677892E-8,306000.0,90.10000000000001,80.19223535625966,80.85106382978724,79.46058091286308,13520.0,22384.0,7.0,4.0,4.0,2.0,5064.0,0.0,1.028436018957346
307000.0,5.977761,2.046352636069059E-8,307000.0,88.4,76.78216870556588,76.75350701402806,76.22950819672131,14520.0,27976.0,9.0,5.0,5.0,3.0,5064.0,0.0,1.028436018957346
308000.0,5.995588,2.0592547690288884E-8,308000.0,89.5,79.00083996640134,78.03347280334728,78.61507128309573,15520.0,27976.0,9.0,5.0,5.0,3.0,5064.0,0.0,1.028436018957346
309000.0,6.015559,2.0765977164523466E-8,309000.0,87.9,75.79574005024885,76.3671875,74.57983193277312,16520.0,33568.0,11.0,6.0,6.0,3.0,5064.0,0.0,1.028436018957346
310000.0,6.03374,2.0923222493794228E-8,310000.0,85.8,71.58874914466128,71.99211045364892,70.96114519427402,17520.0,33432.0,13.0,7.0,7.0,3.0,5064.0,0.0,1.028436018957346
311000.0,6.058148,2.0958633464243675E-8,311000.0,77.0,53.88785526400206,57.328385899814485,54.365079365079374,472.0,5608.0,1.0,1.0,1.0,0.0,4896.0,0.0,1.0294117647058822
312000.0,6.075784,2.0984219660361608E-8,312000.0,87.0,74.00343154703579,74.15506958250498,73.46938775510205,352.0,5608.0,1.0,1.0,1.0,0.0,5064.0,0.0,1.028436018957346
313000.0,6.094367,2.1011179758028852E-8,313000.0,88.2,76.295701084773,77.13178294573643,75.41666666666667,1352.0,5608.0,1.0,1.0,1.0,0.0,5064.0,0.0,1.028436018957346
314000.0,6.114166,2.1039904020726682E-8,314000.0,88.7,77.4,77.079107505071,76.60455486542443,2352.0,5608.0,1.0,1.0,1.0,0.0,5064.0,0.0,1.028436018957346
315000.0,6.13262,2.106667696601815E-8,315000.0,90.0,80.0067177428384,79.46611909650925,79.95991983967936,3352.0,5608.0,1.0,1.0,1.0,0.0,5064.0,0.0,1.028436018957346
316000.0,6.152455,2.1181536627312503E-8,316000.0,82.8,65.6,65.94059405940594,65.46184738955823,4352.0,22384.0,7.0,4.0,4.0,2.0,5064.0,0.0,1.028436018957346
317000.0,6.169219,2.12786128744483E-8,317000.0,86.3,72.6046024267923,73.18982387475538,71.69421487603306,5352.0,22384.0,7.0,4.0,4.0,2.0,5064.0,0.0,1.028436018957346
318000.0,6.186384,2.137801121506426E-8,318000.0,90.10000000000001,80.19382047198727,79.83706720977597,79.83706720977597,6352.0,22384.0,7.0,4.0,4.0,2.0,5064.0,0.0,1.028436018957346
319000.0,6.205168,2.1486784790953E-8,319000.0,90.3,80.58135810377964,81.55893536121674,79.87551867219918,7352.0,22384.0,7.0,4.0,4.0,2.0,5064.0,0.0,1.028436018957346
320000.0,6.222402,2.158658269378874E-8,320000.0,90.5,80.96116076796666,79.74413646055437,80.88531187122737,8352.0,22384.0,7.0,4.0,4.0,2.0,5064.0,0.0,1.028436018957346
321000.0,6.239008,2.1682744001348815E-8,321000.0,90.0,80.0008799612817,78.99159663865547,79.55010224948876,9352.0,22384.0,7.0,4.0,4.0,2.0,5064.0,0.0,1.028436018957346
322000.0,6.25565,2.177911377615399E-8,322000.0,90.60000000000001,81.18524923540056,81.71206225680935,80.04246284501062,10352.0,22384.0,7.0,4.0,4.0,2.0,5064.0,0.0,1.028436018957346
323000.0,6.273318,2.1804746397667464E-8,323000.0,84.89999999999999,69.64262738033968,69.98011928429423,68.07610993657505,600.0,5608.0,1.0,1.0,1.0,0.0,5064.0,0.0,1.028436018957346
324000.0,6.294035,2.1834073596530493E-8,324000.0,88.3,76.60056158652192,76.12244897959184,77.54318618042227,1600.0,5472.0,3.0,2.0,2.0,1.0,5064.0,0.0,1.028436018957346
325000.0,6.315454,2.189613403545486E-8,325000.0,85.6,71.15488624208261,72.51908396946564,70.30927835051546,2600.0,11200.0,3.0,2.0,2.0,1.0,5064.0,0.0,1.028436018957346
326000.0,6.334881,2.2008631067971393E-8,326000.0,88.0,75.96933687385103,75.85513078470825,75.20661157024794,3600.0,22384.0,7.0,4.0,4.0,2.0,5064.0,0.0,1.028436018957346
327000.0,6.352572,2.2111075346668565E-8,327000.0,88.1,76.19866712535902,75.95959595959596,75.86206896551724,4600.0,22384.0,7.0,4.0,4.0,2.0,5064.0,0.0,1.028436018957346
328000.0,6.369936,2.2211626047889394E-8,328000.0,88.0,75.99923197542321,75.90361445783132,75.20661157024794,5600.0,22384.0,7.0,4.0,4.0,2.0,5064.0,0.0,1.028436018957346
329000.0,6.387557,2.231366497360998E-8,329000.0,91.10000000000001,82.2,82.09255533199196,81.94726166328601,6600.0,22384.0,7.0,4.0,4.0,2.0,5064.0,0.0,1.028436018957346
330000.0,6.40511,2.2415310127867596E-8,330000.0,87.6,75.2031739937288,74.48559670781893,75.6385068762279,7600.0,22384.0,7.0,4.0,4.0,2.0,5064.0,0.0,1.028436018957346
331000.0,6.429211,2.2450275704678566E-8,331000.0,76.6,52.97144120425267,54.563106796116514,50.52854122621565,408.0,5608.0,1.0,1.0,1.0,0.0,4896.0,0.0,1.0294117647058822
332000.0,6.447477,2.2476775900771223E-8,332000.0,87.6,75.18610421836229,76.15384615384615,74.11273486430062,160.0,5608.0,1.0,1.0,1.0,0.0,5064.0,0.0,1.028436018957346
333000.0,6.463636,2.2500219274726183E-8,333000.0,87.1,74.19463248355657,74.45544554455445,74.04426559356136,1160.0,5608.0,1.0,1.0,1.0,0.0,5064.0,0.0,1.028436018957346
334000.0,6.483056,2.2528393686645566E-8,334000.0,90.5,80.91434357395994,81.44531250000001,80.08385744234802,2160.0,5608.0,1.0,1.0,1.0,0.0,5064.0,0.0,1.028436018957346
335000.0,6.49923,2.2551858822504683E-8,335000.0,92.5,85.00683688238165,85.90225563909775,84.472049689441,3160.0,5608.0,1.0,1.0,1.0,0.0,5064.0,0.0,1.028436018957346
336000.0,6.521444,2.264835871342156E-8,336000.0,83.8,67.60311010143026,68.48249027237352,67.33870967741935,4160.0,16792.0,5.0,3.0,3.0,2.0,5064.0,0.0,1.028436018957346
337000.0,6.538708,2.2723355297413142E-8,337000.0,86.9,73.75654083161716,74.36399217221134,73.31975560081466,5160.0,16792.0,5.0,3.0,3.0,2.0,5064.0,0.0,1.028436018957346
338000.0,6.556821,2.2828243275483453E-8,338000.0,87.6,75.14781040184387,74.64212678936605,74.11273486430062,6160.0,22384.0,7.0,4.0,4.0,2.0,5064.0,0.0,1.028436018957346
339000.0,6.5775,2.2947990335524085E-8,339000.0,87.6,75.1642365005608,75.54240631163708,73.44753747323341,7160.0,22384.0,7.0,4.0,4.0,2.0,5064.0,0.0,1.028436018957346
340000.0,6.594158,2.3044452762438195E-8,340000.0,89.9,79.72538943311386,78.8259958071279,78.8259958071279,8160.0,22384.0,7.0,4.0,4.0,2.0,5064.0,0.0,1.028436018957346
341000.0,6.610422,2.31386336311698E-8,341000.0,88.6,77.20437675966214,77.10843373493977,76.8762677484787,9160.0,22384.0,7.0,4.0,4.0,2.0,5064.0,0.0,1.028436018957346
342000.0,6.632224,2.326488371110625E-8,342000.0,89.4,78.77962844330557,79.69348659003832,77.4468085106383,10160.0,22384.0,7.0,4.0,4.0,2.0,5064.0,0.0,1.028436018957346
343000.0,6.648473,2.335897771848573E-8,343000.0,89.3,78.58612380822774,79.26356589147288,78.20773930753563,11160.0,22384.0,7.0,4.0,4.0,2.0,5064.0,0.0,1.028436018957346
344000.0,6.666678,2.3464398446182412E-8,344000.0,91.4,82.75509426546729,82.3045267489712,82.04592901878915,12160.0,22384.0,7.0,4.0,4.0,2.0,5064.0,0.0,1.028436018957346
345000.0,6.685707,2.3574590757489206E-8,345000.0,88.9,77.80106554885366,78.89733840304183,76.38297872340426,13160.0,22384.0,7.0,4.0,4.0,2.0,5064.0,0.0,1.028436018957346
346000.0,6.704394,2.3682802629967534E-8,346000.0,90.9,81.77652816828075,82.08661417322836,82.08661417322836,14160.0,22384.0,7.0,4.0,4.0,2.0,5064.0,0.0,1.028436018957346
347000.0,6.723685,2.3822419529573788E-8,347000.0,87.1,74.18244406196214,75.28735632183908,73.18087318087318,15160.0,27976.0,9.0,5.0,5.0,3.0,5064.0,0.0,1.028436018957346
348000.0,6.742969,2.396198576730159E-8,348000.0,87.8,75.57978005788793,77.02448210922788,75.0,16160.0,27976.0,9.0,5.0,5.0,3.0,5064.0,0.0,1.028436018957346
349000.0,6.76261,2.4132549499885907E-8,349000.0,88.1,76.20095196192153,76.48221343873519,74.94736842105263,17160.0,33568.0,11.0,6.0,6.0,3.0,5064.0,0.0,1.028436018957346
350000.0,6.781307,2.4321963571839866E-8,350000.0,85.2,70.40473524236121,71.0371819960861,69.48453608247422,18160.0,39160.0,13.0,7.0,7.0,3.0,5064.0,0.0,1.028436018957346
351000.0,6.803452,2.435409139634835E-8,351000.0,78.8,57.61898669396112,59.695817490494306,56.378600823045275,568.0,5608.0,1.0,1.0,1.0,0.0,5064.0,0.0,1.028436018957346
352000.0,6.821024,2.4379584741675195E-8,352000.0,89.4,78.8,79.45736434108528,78.62903225806453,1568.0,5608.0,1.0,1.0,1.0,0.0,5064.0,0.0,1.028436018957346
353000.0,6.839204,2.4405960169517333E-8,353000.0,87.2,74.4004095934465,74.80314960629921,73.8241308793456,520.0,5608.0,1.0,1.0,1.0,0.0,4896.0,0.0,1.0294117647058822
354000.0,6.857444,2.4432422644976115E-8,354000.0,90.0,80.00103994592281,80.11928429423459,79.75708502024293,1520.0,5608.0,1.0,1.0,1.0,0.0,4896.0,0.0,1.0294117647058822
355000.0,6.873793,2.44561416697171E-8,355000.0,92.10000000000001,84.2,84.9809885931559,84.35643564356437,2520.0,5608.0,1.0,1.0,1.0,0.0,4896.0,0.0,1.0294117647058822
356000.0,6.891456,2.448176703726252E-8,356000.0,87.5,74.99199743918054,75.34516765285996,74.43762781186093,992.0,5608.0,1.0,1.0,1.0,0.0,4896.0,0.0,1.0294117647058822
357000.0,6.908481,2.4506466798484325E-8,357000.0,88.3,76.59756614687927,77.9245283018868,76.02459016393442,1992.0,5608.0,1.0,1.0,1.0,0.0,4896.0,0.0,1.0294117647058822
358000.0,6.925664,2.4531395785096618E-8,358000.0,88.8,77.57847533632287,78.544061302682,76.11940298507463,2992.0,5608.0,1.0,1.0,1.0,0.0,4896.0,0.0,1.0294117647058822
359000.0,6.945882,2.461922484760483E-8,359000.0,84.3,68.57787882669399,68.15415821501014,68.08943089430893,3992.0,16792.0,5.0,3.0,3.0,2.0,4896.0,0.0,1.0294117647058822
360000.0,6.963685,2.4645053326255744E-8,360000.0,85.7,71.23569830873952,73.17073170731707,69.70338983050847,864.0,5608.0,1.0,1.0,1.0,0.0,4896.0,0.0,1.0294117647058822
361000.0,6.980117,2.4668892766866417E-8,361000.0,90.5,81.00866005101675,81.1881188118812,81.07569721115539,1864.0,5608.0,1.0,1.0,1.0,0.0,4896.0,0.0,1.0294117647058822
362000.0,6.996956,2.4693322680476635E-8,362000.0,93.2,86.39352331709895,86.34538152610443,86.1788617886179,2864.0,5608.0,1.0,1.0,1.0,0.0,4896.0,0.0,1.0294117647058822
363000.0,7.014606,2.4718929187705117E-8,363000.0,85.9,71.79481024508509,71.4574898785425,71.28309572301426,952.0,5608.0,1.0,1.0,1.0,0.0,5064.0,0.0,1.028436018957346
364000.0,7.031303,2.474315308862262E-8,364000.0,89.5,78.94964755695625,79.53216374269006,77.84810126582279,1952.0,5608.0,1.0,1.0,1.0,0.0,5064.0,0.0,1.028436018957346
365000.0,7.048791,2.476852456728617E-8,365000.0,89.8,79.53188210364091,80.1556420233463,78.83817427385893,2952.0,5608.0,1.0,1.0,1.0,0.0,5064.0,0.0,1.028436018957346
366000.0,7.066634,2.482022373212708E-8,366000.0,83.6,67.19619475859199,66.66666666666666,68.33976833976834,3952.0,11200.0,3.0,2.0,2.0,1.0,5064.0,0.0,1.028436018957346
367000.0,7.087402,2.4850353813833657E-8,367000.0,79.5,59.00983763896666,59.960937500000014,55.14223194748359,632.0,5608.0,1.0,1.0,1.0,0.0,5064.0,0.0,1.028436018957346
368000.0,7.102843,2.4872755517976147E-8,368000.0,90.2,80.35095598614141,80.0,79.41176470588236,1632.0,5608.0,1.0,1.0,1.0,0.0,5064.0,0.0,1.028436018957346
369000.0,7.11948,2.489689237127701E-8,369000.0,87.9,75.81837803269515,75.89641434262948,75.45638945233266,168.0,5608.0,1.0,1.0,1.0,0.0,4896.0,0.0,1.0294117647058822
370000.0,7.13524,2.4919756878581307E-8,370000.0,88.2,76.39518461766201,75.96741344195519,76.25754527162978,1168.0,5608.0,1.0,1.0,1.0,0.0,4896.0,0.0,1.0294117647058822
371000.0,7.155966,2.4949826026956237E-8,371000.0,77.3,54.58365011404106,55.31496062992126,54.41767068273092,472.0,5608.0,1.0,1.0,1.0,0.0,4896.0,0.0,1.0294117647058822
372000.0,7.173163,2.497477532467908E-8,372000.0,87.5,74.99199743918054,73.17596566523605,74.74747474747475,992.0,5608.0,1.0,1.0,1.0,0.0,4896.0,0.0,1.0294117647058822
373000.0,7.191988,2.5002086514400107E-8,373000.0,91.4,82.80075676670226,83.5564053537285,82.83433133732535,1992.0,5608.0,1.0,1.0,1.0,0.0,4896.0,0.0,1.0294117647058822
374000.0,7.213254,2.5032939091324803E-8,374000.0,91.5,82.90398880110702,82.4016563146998,81.02678571428572,2992.0,5608.0,1.0,1.0,1.0,0.0,4896.0,0.0,1.0294117647058822
375000.0,7.236136,2.5099238496687675E-8,375000.0,87.1,74.17520819987188,74.04426559356136,73.34710743801652,3992.0,11200.0,3.0,2.0,2.0,1.0,4896.0,0.0,1.0294117647058822
376000.0,7.256036,2.515689771208498E-8,376000.0,85.8,71.60102236319491,71.93675889328063,71.6566866267465,4992.0,11200.0,3.0,2.0,2.0,1.0,4896.0,0.0,1.0294117647058822
377000.0,7.280284,2.526223350730207E-8,377000.0,89.4,78.78778176229508,79.49709864603483,77.82426778242679,5992.0,16792.0,5.0,3.0,3.0,2.0,4896.0,0.0,1.0294117647058822
378000.0,7.299598,2.534613550123241E-8,378000.0,86.2,72.39304304684781,72.50996015936255,71.48760330578511,6992.0,16792.0,5.0,3.0,3.0,2.0,4896.0,0.0,1.0294117647058822
379000.0,7.318679,2.545662893189324E-8,379000.0,86.7,73.40319161700596,74.7148288973384,73.13131313131312,7992.0,22384.0,7.0,4.0,4.0,2.0,4896.0,0.0,1.0294117647058822
380000.0,7.337329,2.5591606650915407E-8,380000.0,85.9,71.79097311139564,72.02380952380952,71.96819085487077,8992.0,27976.0,9.0,5.0,5.0,3.0,4896.0,0.0,1.0294117647058822
381000.0,7.358889,2.5747645236551757E-8,381000.0,88.9,77.79911196447858,77.53036437246963,77.11340206185568,9992.0,27976.0,9.0,5.0,5.0,3.0,4896.0,0.0,1.0294117647058822
382000.0,7.377902,2.5912755375934967E-8,382000.0,88.4,76.79025190580043,76.03305785123968,75.73221757322176,10992.0,33568.0,11.0,6.0,6.0,3.0,4896.0,0.0,1.0294117647058822
383000.0,7.394889,2.606027159839868E-8,383000.0,86.4,72.7351095607546,74.24242424242425,73.22834645669292,11992.0,33568.0,11.0,6.0,6.0,3.0,4896.0,0.0,1.0294117647058822
384000.0,7.413282,2.621999761710564E-8,384000.0,87.3,74.6,74.34343434343434,73.97540983606558,12992.0,33568.0,11.0,6.0,6.0,3.0,4896.0,0.0,1.0294117647058822
385000.0,7.431241,2.637595475133922E-8,385000.0,91.0,81.9859490402514,82.31827111984283,81.51950718685832,13992.0,33568.0,11.0,6.0,6.0,3.0,4896.0,0.0,1.0294117647058822
386000.0,7.449219,2.653207688281933E-8,386000.0,87.9,75.80174227455623,75.25562372188139,75.55555555555556,14992.0,33568.0,11.0,6.0,6.0,3.0,4896.0,0.0,1.0294117647058822
387000.0,7.467418,2.669011819279856E-8,387000.0,89.5,78.97813726275326,79.69052224371373,78.52760736196319,15992.0,33568.0,11.0,6.0,6.0,3.0,4896.0,0.0,1.0294117647058822
388000.0,7.486616,2.685683488431904E-8,388000.0,90.5,80.99148418491485,81.4814814814815,80.57259713701433,16992.0,33568.0,11.0,6.0,6.0,3.0,4896.0,0.0,1.0294117647058822
389000.0,7.506702,2.7060320526361465E-8,389000.0,89.2,78.40690978886757,78.65612648221344,77.9591836734694,17992.0,39160.0,13.0,7.0,7.0,3.0,4896.0,0.0,1.0294117647058822
390000.0,7.524603,2.7241670545190573E-8,390000.0,87.5,74.99859992159561,74.38524590163934,74.84909456740442,18992.0,39160.0,13.0,7.0,7.0,3.0,4896.0,0.0,1.0294117647058822
391000.0,7.548158,2.727584398869011E-8,391000.0,77.9,55.81237253569002,54.805725971370144,55.88822355289421,536.0,5608.0,1.0,1.0,1.0,0.0,5064.0,0.0,1.028436018957346
392000.0,7.566727,2.7302783775246806E-8,392000.0,86.7,73.39446604893818,72.85714285714285,73.50597609561753,608.0,5608.0,1.0,1.0,1.0,0.0,4896.0,0.0,1.0294117647058822
393000.0,7.584177,2.7328100123753152E-8,393000.0,90.60000000000001,81.18193465727099,80.61855670103093,80.57851239669422,1608.0,5608.0,1.0,1.0,1.0,0.0,4896.0,0.0,1.0294117647058822
394000.0,7.601255,2.7352876777036325E-8,394000.0,92.10000000000001,84.19051430858516,83.87755102040816,83.87755102040816,2608.0,5608.0,1.0,1.0,1.0,0.0,4896.0,0.0,1.0294117647058822
395000.0,7.620508,2.7408661343571216E-8,395000.0,88.3,76.61403158105136,76.83168316831683,76.78571428571429,3608.0,11200.0,3.0,2.0,2.0,1.0,4896.0,0.0,1.0294117647058822
396000.0,7.640663,2.7437902088794446E-8,396000.0,82.8,65.50686854507168,65.53106212424848,65.6,256.0,5608.0,1.0,1.0,1.0,0.0,5064.0,0.0,1.028436018957346
397000.0,7.657751,2.7462693250013726E-8,397000.0,88.9,77.77457411278503,78.52998065764024,77.1604938271605,1256.0,5608.0,1.0,1.0,1.0,0.0,5064.0,0.0,1.028436018957346
398000.0,7.675259,2.748809374454949E-8,398000.0,92.60000000000001,85.19928956589918,85.49019607843138,84.58333333333334,2256.0,5608.0,1.0,1.0,1.0,0.0,5064.0,0.0,1.028436018957346
399000.0,7.692288,2.7512799308945737E-8,399000.0,91.60000000000001,83.16849141593062,83.49705304518665,82.46346555323592,3256.0,5608.0,1.0,1.0,1.0,0.0,5064.0,0.0,1.028436018957346
400000.0,7.712729,2.754245498114162E-8,400000.0,83.39999999999999,66.69649269930945,66.73346693386773,67.25838264299801,672.0,5608.0,1.0,1.0,1.0,0.0,4896.0,0.0,1.0294117647058822
401000.0,7.73185,2.757019560577141E-8,401000.0,90.9,81.80232930184937,81.39059304703477,82.26120857699806,1672.0,5608.0,1.0,1.0,1.0,0.0,4896.0,0.0,1.0294117647058822
402000.0,7.74871,2.7594655986047454E-8,402000.0,90.5,81.00364729971847,80.53278688524591,80.69105691056912,2672.0,5608.0,1.0,1.0,1.0,0.0,4896.0,0.0,1.0294117647058822
403000.0,7.766675,2.7646708639545575E-8,403000.0,90.0,79.94995508789941,80.65764023210832,78.99159663865547,3672.0,11200.0,3.0,2.0,2.0,1.0,4896.0,0.0,1.0294117647058822
404000.0,7.787931,2.7769796966264648E-8,404000.0,84.2,68.39696610874643,67.15176715176715,68.58846918489066,4672.0,22384.0,7.0,4.0,4.0,2.0,4896.0,0.0,1.0294117647058822
405000.0,7.810264,2.7899121938066354E-8,405000.0,84.2,68.2939750525758,69.08023483365949,66.31130063965884,5672.0,22384.0,7.0,4.0,4.0,2.0,4896.0,0.0,1.0294117647058822
406000.0,7.83142,2.8021631189104588E-8,406000.0,88.5,76.98434935756315,77.22772277227723,76.53061224489795,6672.0,22384.0,7.0,4.0,4.0,2.0,4896.0,0.0,1.0294117647058822
407000.0,7.849531,2.8126507585661284E-8,407000.0,90.4,80.7852430666752,80.28747433264888,80.32786885245902,7672.0,22384.0,7.0,4.0,4.0,2.0,4896.0,0.0,1.0294117647058822
408000.0,7.867538,2.8230781743509907E-8,408000.0,88.7,77.40686831203315,77.75590551181104,76.55601659751038,8672.0,22384.0,7.0,4.0,4.0,2.0,4896.0,0.0,1.0294117647058822
409000.0,7.885581,2.8335264368603632E-8,409000.0,89.4,78.8,77.91666666666667,78.45528455284553,9672.0,22384.0,7.0,4.0,4.0,2.0,4896.0,0.0,1.0294117647058822
410000.0,7.903629,2.84397759474814E-8,410000.0,88.3,76.58482696787519,76.21951219512195,75.0,10672.0,22384.0,7.0,4.0,4.0,2.0,4896.0,0.0,1.0294117647058822
411000.0,7.926084,2.847235351800919E-8,411000.0,79.9,59.56547978273989,58.72689938398358,57.2340425531915,568.0,5608.0,1.0,1.0,1.0,0.0,4896.0,0.0,1.0294117647058822
412000.0,7.945188,2.85000694791476E-8,412000.0,88.8,77.59569837408783,78.21011673151752,77.32793522267207,128.0,5608.0,1.0,1.0,1.0,0.0,5064.0,0.0,1.028436018957346
413000.0,7.962701,2.8525477227651416E-8,413000.0,88.7,77.39023258047477,76.84426229508196,77.35470941883767,1128.0,5608.0,1.0,1.0,1.0,0.0,5064.0,0.0,1.028436018957346
414000.0,7.979098,2.8549265890485716E-8,414000.0,90.5,80.9042155451746,80.69105691056912,80.61224489795919,2128.0,5608.0,1.0,1.0,1.0,0.0,5064.0,0.0,1.028436018957346
415000.0,7.996009,2.8573800261235904E-8,415000.0,89.8,79.60000000000001,80.11695906432749,79.01234567901236,3128.0,5608.0,1.0,1.0,1.0,0.0,5064.0,0.0,1.028436018957346
416000.0,8.015202,2.86294109808902E-8,416000.0,85.6,71.16274226300379,72.09302325581395,69.93736951983298,4128.0,11200.0,3.0,2.0,2.0,1.0,5064.0,0.0,1.028436018957346
417000.0,8.033264,2.868174468684528E-8,417000.0,88.2,76.3889500286134,75.31380753138075,75.7700205338809,5128.0,11200.0,3.0,2.0,2.0,1.0,5064.0,0.0,1.028436018957346
