learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
136000.0,2.806817,1.0926344682359034E-8,136000.0,87.9,75.79477167068087,75.40650406504065,75.45638945233266,4768.0,11200.0,3.0,2.0,2.0,1.0,5064.0,0.0,1.028436018957346
137000.0,2.826746,1.0984087923748626E-8,137000.0,89.2,78.40820488214479,77.54677754677755,78.13765182186235,5768.0,11200.0,3.0,2.0,2.0,1.0,5064.0,0.0,1.028436018957346
138000.0,2.848085,1.1076786725057496E-8,138000.0,84.2,68.37634550643881,69.9047619047619,67.08333333333333,6768.0,16792.0,5.0,3.0,3.0,2.0,5064.0,0.0,1.028436018957346
139000.0,2.869384,1.1200124054319329E-8,139000.0,84.8,69.59659481861968,69.53907815631261,69.96047430830039,7768.0,22384.0,7.0,4.0,4.0,2.0,5064.0,0.0,1.028436018957346
140000.0,2.885469,1.1293268377582233E-8,140000.0,86.5,73.00453523808001,73.0,72.22222222222221,8768.0,22384.0,7.0,4.0,4.0,2.0,5064.0,0.0,1.028436018957346
141000.0,2.901698,1.1387246569825544E-8,141000.0,87.9,75.78895976565315,75.55555555555556,73.9784946236559,9768.0,22384.0,7.0,4.0,4.0,2.0,5064.0,0.0,1.028436018957346
142000.0,2.917892,1.1481022085580562E-8,142000.0,89.9,79.66006122120187,79.63709677419355,79.002079002079,10768.0,22384.0,7.0,4.0,4.0,2.0,5064.0,0.0,1.028436018957346
143000.0,2.9371,1.1592250942356057E-8,143000.0,88.7,77.39367022766375,76.84426229508196,76.93877551020408,11768.0,22384.0,7.0,4.0,4.0,2.0,5064.0,0.0,1.028436018957346
144000.0,2.954985,1.1695818627874057E-8,144000.0,90.5,80.99559097710669,81.8355640535373,80.96192384769539,12768.0,22384.0,7.0,4.0,4.0,2.0,5064.0,0.0,1.028436018957346
145000.0,2.971242,1.1789958961308003E-8,145000.0,88.8,77.58807685688787,78.74762808349146,76.17021276595744,13768.0,22384.0,7.0,4.0,4.0,2.0,5064.0,0.0,1.028436018957346
146000.0,2.988703,1.1916331398404308E-8,146000.0,88.8,77.52808988764045,78.33655705996132,76.90721649484537,14768.0,27976.0,9.0,5.0,5.0,3.0,5064.0,0.0,1.028436018957346
147000.0,3.004877,1.2033389287276401E-8,147000.0,87.4,74.8,75.4863813229572,74.59677419354838,15768.0,27976.0,9.0,5.0,5.0,3.0,5064.0,0.0,1.028436018957346
148000.0,3.020923,1.214952078751392E-8,148000.0,87.9,75.79264096285272,74.4186046511628,75.05154639175258,16768.0,27976.0,9.0,5.0,5.0,3.0,5064.0,0.0,1.028436018957346
149000.0,3.040126,1.2344061003790963E-8,149000.0,86.5,72.99157337089171,72.44897959183673,72.3360655737705,17768.0,39160.0,13.0,7.0,7.0,3.0,5064.0,0.0,1.028436018957346
150000.0,3.058254,1.2527710696061454E-8,150000.0,85.2,70.40130234269691,69.48453608247422,70.04048582995951,18768.0,39160.0,13.0,7.0,7.0,3.0,5064.0,0.0,1.028436018957346
151000.0,3.077796,1.2725685226420564E-8,151000.0,81.89999999999999,63.76376376376375,63.211382113821124,63.13645621181262,19768.0,39160.0,13.0,7.0,7.0,3.0,5064.0,0.0,1.028436018957346
152000.0,3.103302,1.2762689168254537E-8,152000.0,82.69999999999999,65.40083038007087,65.19114688128772,64.90872210953346,704.0,5608.0,1.0,1.0,1.0,0.0,5064.0,0.0,1.028436018957346
153000.0,3.119608,1.2786345808870265E-8,153000.0,89.7,79.38070033551405,79.23387096774194,78.85010266940452,40.0,5608.0,1.0,1.0,1.0,0.0,5064.0,0.0,1.028436018957346
154000.0,3.134844,1.2808450100322567E-8,154000.0,88.7,77.39348932492558,75.54112554112554,76.84426229508196,1040.0,5608.0,1.0,1.0,1.0,0.0,5064.0,0.0,1.028436018957346
155000.0,3.154868,1.2837500791582799E-8,155000.0,90.4,80.79569823640496,80.64516129032259,79.57446808510639,2040.0,5608.0,1.0,1.0,1.0,0.0,5064.0,0.0,1.028436018957346
156000.0,3.173926,1.2865150016215115E-8,156000.0,91.60000000000001,83.19576533286389,83.23353293413174,83.26693227091634,3040.0,5608.0,1.0,1.0,1.0,0.0,5064.0,0.0,1.028436018957346
157000.0,3.196863,1.2898426869263255E-8,157000.0,82.5,65.01819054091872,64.64646464646464,63.84297520661156,424.0,5608.0,1.0,1.0,1.0,0.0,4896.0,0.0,1.0294117647058822
158000.0,3.215851,1.2925974538342824E-8,158000.0,90.5,80.90252649523167,81.1881188118812,80.33126293995859,1424.0,5608.0,1.0,1.0,1.0,0.0,4896.0,0.0,1.0294117647058822
159000.0,3.233955,1.2952239705870552E-8,159000.0,86.8,73.48535065623757,71.97452229299363,72.32704402515722,984.0,5608.0,1.0,1.0,1.0,0.0,5064.0,0.0,1.028436018957346
160000.0,3.249872,1.2975331987771725E-8,160000.0,90.0,80.00167985889186,80.50682261208577,79.63340122199594,1984.0,5608.0,1.0,1.0,1.0,0.0,5064.0,0.0,1.028436018957346
161000.0,3.267578,1.3001019739442403E-8,161000.0,92.7,85.35242467534553,85.16260162601627,84.50106157112526,2984.0,5608.0,1.0,1.0,1.0,0.0,5064.0,0.0,1.028436018957346
162000.0,3.285533,1.3053043418460423E-8,162000.0,87.9,75.8067741032511,75.84830339321358,75.70281124497991,3984.0,11200.0,3.0,2.0,2.0,1.0,5064.0,0.0,1.028436018957346
163000.0,3.302453,1.3102068238788182E-8,163000.0,89.4,78.78981911317433,77.91666666666667,78.00829875518673,4984.0,11200.0,3.0,2.0,2.0,1.0,5064.0,0.0,1.028436018957346
164000.0,3.322676,1.318991902180844E-8,164000.0,88.0,75.94467274731883,75.30864197530865,75.0,5984.0,16792.0,5.0,3.0,3.0,2.0,5064.0,0.0,1.028436018957346
165000.0,3.338852,1.3260189222378864E-8,165000.0,85.0,70.00539902817493,68.48739495798318,70.41420118343194,6984.0,16792.0,5.0,3.0,3.0,2.0,5064.0,0.0,1.028436018957346
166000.0,3.362811,1.3294948786497116E-8,166000.0,80.60000000000001,61.19813751060052,59.58333333333334,60.164271047227935,400.0,5608.0,1.0,1.0,1.0,0.0,5064.0,0.0,1.028436018957346
167000.0,3.379314,1.3318891233454149E-8,167000.0,88.5,77.0099317095015,78.17836812144213,76.57841140529533,1400.0,5608.0,1.0,1.0,1.0,0.0,5064.0,0.0,1.028436018957346
168000.0,3.395276,1.3342048801067803E-8,168000.0,90.4,80.73070762461813,80.6841046277666,79.61783439490446,2400.0,5608.0,1.0,1.0,1.0,0.0,5064.0,0.0,1.028436018957346
169000.0,3.413266,1.3368148578123914E-8,169000.0,88.5,77.0,77.13717693836978,75.53191489361703,648.0,5608.0,1.0,1.0,1.0,0.0,4896.0,0.0,1.0294117647058822
170000.0,3.429916,1.3392304291741716E-8,170000.0,89.9,79.76487181747515,79.80000000000001,79.21810699588477,1648.0,5608.0,1.0,1.0,1.0,0.0,4896.0,0.0,1.0294117647058822
171000.0,3.451989,1.3424327659110229E-8,171000.0,81.0,61.986162963318655,62.000000000000014,60.084033613445385,440.0,5608.0,1.0,1.0,1.0,0.0,5064.0,0.0,1.028436018957346
172000.0,3.470355,1.3450972934563956E-8,172000.0,89.8,79.58628198149157,79.47686116700201,80.19417475728156,384.0,5608.0,1.0,1.0,1.0,0.0,5064.0,0.0,1.028436018957346
173000.0,3.48674,1.3474744187874928E-8,173000.0,91.60000000000001,83.18446244329762,83.93881453154877,82.38993710691824,1384.0,5608.0,1.0,1.0,1.0,0.0,5064.0,0.0,1.028436018957346
174000.0,3.506586,1.3503536637872459E-8,174000.0,94.0,87.99697523775991,88.3495145631068,87.60330578512395,2384.0,5608.0,1.0,1.0,1.0,0.0,5064.0,0.0,1.028436018957346
175000.0,3.523805,1.3528517853054736E-8,175000.0,91.4,82.75218906809677,82.5910931174089,81.93277310924371,3384.0,5608.0,1.0,1.0,1.0,0.0,5064.0,0.0,1.028436018957346
176000.0,3.54147,1.3579701272149882E-8,176000.0,84.3,68.55471879506489,67.89366053169734,67.62886597938143,4384.0,11200.0,3.0,2.0,2.0,1.0,5064.0,0.0,1.028436018957346
177000.0,3.558552,1.3629195479055246E-8,177000.0,89.60000000000001,79.19026104216775,77.19298245614036,77.82515991471216,5384.0,11200.0,3.0,2.0,2.0,1.0,5064.0,0.0,1.028436018957346
178000.0,3.578717,1.3716794304135773E-8,178000.0,85.8,71.47620673723961,69.46236559139784,69.7228144989339,6384.0,16792.0,5.0,3.0,3.0,2.0,5064.0,0.0,1.028436018957346
179000.0,3.597009,1.3743332220862308E-8,179000.0,84.0,68.00499122136947,68.3794466403162,67.14579055441477,248.0,5608.0,1.0,1.0,1.0,0.0,5064.0,0.0,1.028436018957346
180000.0,3.615985,1.377086248041855E-8,180000.0,88.3,76.55836766096587,76.12244897959184,75.97535934291582,1248.0,5608.0,1.0,1.0,1.0,0.0,5064.0,0.0,1.028436018957346
181000.0,3.632905,1.3795409908311235E-8,181000.0,90.5,80.97625837044632,81.0,80.49281314168378,2248.0,5608.0,1.0,1.0,1.0,0.0,5064.0,0.0,1.028436018957346
182000.0,3.649641,1.3819690390179554E-8,182000.0,91.8,83.59790053126801,83.33333333333334,83.60000000000001,3248.0,5608.0,1.0,1.0,1.0,0.0,5064.0,0.0,1.028436018957346
183000.0,3.669732,1.3848838284611701E-8,183000.0,82.89999999999999,65.81230756927505,67.49049429657794,64.81481481481481,664.0,5608.0,1.0,1.0,1.0,0.0,4896.0,0.0,1.0294117647058822
184000.0,3.686036,1.3872492023640208E-8,184000.0,90.5,80.98082867530472,80.61224489795919,80.45267489711935,1664.0,5608.0,1.0,1.0,1.0,0.0,4896.0,0.0,1.0294117647058822
185000.0,3.704421,1.3899164864172537E-8,185000.0,88.4,76.80742162507997,76.70682730923694,77.47572815533981,840.0,5608.0,1.0,1.0,1.0,0.0,4896.0,0.0,1.0294117647058822
186000.0,3.721064,1.3923310422235063E-8,186000.0,90.7,81.38361758347347,80.625,81.32530120481928,1840.0,5608.0,1.0,1.0,1.0,0.0,4896.0,0.0,1.0294117647058822
187000.0,3.737164,1.3946668199366991E-8,187000.0,90.0,79.96794871794873,80.43052837573386,79.16666666666667,2840.0,5608.0,1.0,1.0,1.0,0.0,4896.0,0.0,1.0294117647058822
188000.0,3.754215,1.3996072585384048E-8,188000.0,86.8,73.5424283240331,71.30434782608695,72.5,3840.0,11200.0,3.0,2.0,2.0,1.0,4896.0,0.0,1.0294117647058822
189000.0,3.772195,1.4048168700602317E-8,189000.0,87.8,75.58632834387257,75.55110220440882,75.84158415841584,4840.0,11200.0,3.0,2.0,2.0,1.0,4896.0,0.0,1.0294117647058822
190000.0,3.787953,1.4093826686342555E-8,190000.0,86.8,73.5908096017414,74.01574803149606,74.26900584795322,5840.0,11200.0,3.0,2.0,2.0,1.0,4896.0,0.0,1.0294117647058822
191000.0,3.808613,1.4123800082339178E-8,191000.0,80.10000000000001,60.19904477707466,61.05675146771038,58.10526315789475,760.0,5608.0,1.0,1.0,1.0,0.0,4896.0,0.0,1.0294117647058822
192000.0,3.825302,1.4148012376907797E-8,192000.0,86.6,73.07366162032255,72.8744939271255,71.9077568134172,832.0,5608.0,1.0,1.0,1.0,0.0,4896.0,0.0,1.0294117647058822
193000.0,3.841386,1.4171346941341954E-8,193000.0,90.4,80.80000000000001,80.83832335329342,80.16528925619835,1832.0,5608.0,1.0,1.0,1.0,0.0,4896.0,0.0,1.0294117647058822
194000.0,3.856986,1.4193979321668543E-8,194000.0,92.2,84.39594294516574,84.58498023715416,83.50951374207189,2832.0,5608.0,1.0,1.0,1.0,0.0,4896.0,0.0,1.0294117647058822
195000.0,3.876311,1.4222015908194911E-8,195000.0,86.5,72.9480602757294,74.13793103448276,72.50509164969449,632.0,5608.0,1.0,1.0,1.0,0.0,4896.0,0.0,1.0294117647058822
196000.0,3.897811,1.4253207970824505E-8,196000.0,90.0,79.99159647051762,81.37802607076351,79.25311203319502,1632.0,5608.0,1.0,1.0,1.0,0.0,4896.0,0.0,1.0294117647058822
197000.0,3.920292,1.4285823261986175E-8,197000.0,90.60000000000001,81.15409136656896,80.65843621399178,80.3757828810021,2632.0,5608.0,1.0,1.0,1.0,0.0,4896.0,0.0,1.0294117647058822
198000.0,3.94495,1.4321596930838292E-8,198000.0,85.1,70.2011919523219,70.19999999999999,69.95967741935483,48.0,5608.0,1.0,1.0,1.0,0.0,5064.0,0.0,1.028436018957346
199000.0,3.963345,1.4348284279306729E-8,199000.0,87.4,74.75223122147102,74.9003984063745,73.36152219873149,248.0,5608.0,1.0,1.0,1.0,0.0,5064.0,0.0,1.028436018957346
200000.0,3.981012,1.4373915450026591E-8,200000.0,88.0,75.99049223492503,75.60975609756098,75.65922920892496,1248.0,5608.0,1.0,1.0,1.0,0.0,5064.0,0.0,1.028436018957346
201000.0,4.000224,1.4401788096874952E-8,201000.0,91.5,82.99877591186566,83.23471400394477,82.82828282828284,2248.0,5608.0,1.0,1.0,1.0,0.0,5064.0,0.0,1.028436018957346
202000.0,4.019944,1.4430397746877538E-8,202000.0,91.4,82.80027519559687,82.90258449304176,82.93650793650794,3248.0,5608.0,1.0,1.0,1.0,0.0,5064.0,0.0,1.028436018957346
203000.0,4.042875,1.4463665895164013E-8,203000.0,78.0,55.94078441425276,57.61078998073218,53.58649789029536,472.0,5608.0,1.0,1.0,1.0,0.0,4896.0,0.0,1.0294117647058822
204000.0,4.060108,1.4488667421456842E-8,204000.0,88.9,77.75194419947086,76.63157894736841,76.82672233820459,1472.0,5608.0,1.0,1.0,1.0,0.0,4896.0,0.0,1.0294117647058822
205000.0,4.080093,1.4517661531766256E-8,205000.0,86.9,73.783640991979,74.16173570019724,73.15573770491804,264.0,5608.0,1.0,1.0,1.0,0.0,4896.0,0.0,1.0294117647058822
206000.0,4.097288,1.4542607927901878E-8,206000.0,89.2,78.40855021411521,78.04878048780488,78.61386138613862,1264.0,5608.0,1.0,1.0,1.0,0.0,4896.0,0.0,1.0294117647058822
207000.0,4.115779,1.456943455255694E-8,207000.0,92.80000000000001,85.48907851617767,85.24590163934427,84.74576271186442,2264.0,5608.0,1.0,1.0,1.0,0.0,4896.0,0.0,1.0294117647058822
208000.0,4.136603,1.4599645878705714E-8,208000.0,89.8,79.58856959897544,79.09836065573771,79.76190476190477,384.0,5608.0,1.0,1.0,1.0,0.0,5064.0,0.0,1.028436018957346
209000.0,4.154904,1.4626196852574746E-8,209000.0,91.3,82.58258258258259,82.53012048192771,82.80632411067195,1384.0,5608.0,1.0,1.0,1.0,0.0,5064.0,0.0,1.028436018957346
210000.0,4.172858,1.4652244401060872E-8,210000.0,91.2,82.39683142965734,82.57425742574259,81.85567010309279,2384.0,5608.0,1.0,1.0,1.0,0.0,5064.0,0.0,1.028436018957346
211000.0,4.194729,1.4683974708120028E-8,211000.0,80.2,60.33065799016681,63.80255941499088,58.663883089770366,152.0,5608.0,1.0,1.0,1.0,0.0,5064.0,0.0,1.028436018957346
212000.0,4.211864,1.4708834056639008E-8,212000.0,89.4,78.80042399152018,77.30192719486082,78.67203219315896,1152.0,5608.0,1.0,1.0,1.0,0.0,5064.0,0.0,1.028436018957346
213000.0,4.231469,1.4737276865376366E-8,213000.0,90.2,80.39898074699884,81.1175337186898,80.16194331983806,2152.0,5608.0,1.0,1.0,1.0,0.0,5064.0,0.0,1.028436018957346
214000.0,4.251804,1.4766778753449519E-8,214000.0,86.0,71.76144065061641,70.2127659574468,69.29824561403508,16.0,5608.0,1.0,1.0,1.0,0.0,4896.0,0.0,1.0294117647058822
215000.0,4.271739,1.47957003240784E-8,215000.0,85.2,70.3302166696069,71.09375,69.54732510288065,952.0,5608.0,1.0,1.0,1.0,0.0,5064.0,0.0,1.028436018957346
216000.0,4.289794,1.4821894402719205E-8,216000.0,91.7,83.39481918358528,82.63598326359833,82.88659793814433,1952.0,5608.0,1.0,1.0,1.0,0.0,5064.0,0.0,1.028436018957346
217000.0,4.311437,1.4853293928835126E-8,217000.0,87.8,75.60068318087093,74.8971193415638,75.40322580645162,840.0,5608.0,1.0,1.0,1.0,0.0,5064.0,0.0,1.028436018957346
218000.0,4.330379,1.4880774861408604E-8,218000.0,91.0,82.00007199971199,82.6923076923077,81.74442190669372,1840.0,5608.0,1.0,1.0,1.0,0.0,5064.0,0.0,1.028436018957346
219000.0,4.347853,1.4906126028961603E-8,219000.0,92.7,85.37296924716877,84.91735537190084,85.19269776876268,2840.0,5608.0,1.0,1.0,1.0,0.0,5064.0,0.0,1.028436018957346
220000.0,4.369152,1.493702648207545E-8,220000.0,86.4,72.79379698571275,72.58064516129032,71.72557172557173,224.0,5608.0,1.0,1.0,1.0,0.0,4896.0,0.0,1.0294117647058822
221000.0,4.386192,1.4961748005201415E-8,221000.0,90.2,80.39364754180355,79.05982905982907,80.04073319755601,1224.0,5608.0,1.0,1.0,1.0,0.0,4896.0,0.0,1.0294117647058822
222000.0,4.405798,1.4990192264732384E-8,222000.0,92.10000000000001,84.19355096879528,84.50980392156863,83.40336134453781,2224.0,5608.0,1.0,1.0,1.0,0.0,4896.0,0.0,1.0294117647058822
223000.0,4.436465,1.503468375239107E-8,223000.0,80.60000000000001,61.1801242236025,61.20000000000001,61.04417670682732,696.0,5608.0,1.0,1.0,1.0,0.0,5064.0,0.0,1.028436018957346
224000.0,4.464745,1.5075712195701066E-8,224000.0,89.1,78.19424328022599,78.1124497991968,77.97979797979798,224.0,5608.0,1.0,1.0,1.0,0.0,5064.0,0.0,1.028436018957346
225000.0,4.485098,1.5105240198059212E-8,225000.0,89.9,79.79644417417467,79.84031936127745,79.84031936127745,1224.0,5608.0,1.0,1.0,1.0,0.0,5064.0,0.0,1.028436018957346
226000.0,4.503347,1.5131715730660488E-8,226000.0,92.2,84.41047616002048,84.61538461538463,84.4,2224.0,5608.0,1.0,1.0,1.0,0.0,5064.0,0.0,1.028436018957346
227000.0,4.521179,1.5157586282326113E-8,227000.0,86.7,73.39936158467803,74.66666666666667,72.29166666666667,760.0,5608.0,1.0,1.0,1.0,0.0,4896.0,0.0,1.0294117647058822
228000.0,4.538674,1.5182967916544938E-8,228000.0,87.7,75.36669577268466,75.88235294117646,74.21383647798741,1760.0,5608.0,1.0,1.0,1.0,0.0,4896.0,0.0,1.0294117647058822
229000.0,4.556864,1.5209357852323186E-8,229000.0,87.5,75.0,75.24752475247524,75.14910536779324,2760.0,5608.0,1.0,1.0,1.0,0.0,4896.0,0.0,1.0294117647058822
230000.0,4.574919,1.52616712761422E-8,230000.0,86.6,73.19303018784883,72.42798353909464,71.96652719665272,3760.0,11200.0,3.0,2.0,2.0,1.0,4896.0,0.0,1.0294117647058822
231000.0,4.600059,1.5298144227514663E-8,231000.0,81.2,62.39022145757899,61.23711340206187,61.55419222903886,632.0,5608.0,1.0,1.0,1.0,0.0,5064.0,0.0,1.028436018957346
232000.0,4.618359,1.5324693750590085E-8,232000.0,88.5,76.98324380148749,76.53061224489795,76.33744855967079,672.0,5608.0,1.0,1.0,1.0,0.0,4896.0,0.0,1.0294117647058822
233000.0,4.637033,1.53517858704759E-8,233000.0,91.10000000000001,82.10868271658546,82.2,81.104033970276,1672.0,5608.0,1.0,1.0,1.0,0.0,4896.0,0.0,1.0294117647058822
234000.0,4.653601,1.5375822619017625E-8,234000.0,91.3,82.59819021178203,82.13552361396304,82.31707317073172,2672.0,5608.0,1.0,1.0,1.0,0.0,4896.0,0.0,1.0294117647058822
235000.0,4.675146,1.54070799673597E-8,235000.0,83.8,67.58379189594797,68.0473372781065,67.92079207920791,56.0,5608.0,1.0,1.0,1.0,0.0,4896.0,0.0,1.0294117647058822
236000.0,4.694165,1.54346726110412E-8,236000.0,85.8,71.5846557140856,71.19675456389452,71.82539682539682,96.0,5608.0,1.0,1.0,1.0,0.0,4896.0,0.0,1.0294117647058822
237000.0,4.709809,1.545736882628666E-8,237000.0,90.3,80.57046711000721,80.60000000000001,80.36437246963564,1096.0,5608.0,1.0,1.0,1.0,0.0,4896.0,0.0,1.0294117647058822
238000.0,4.727448,1.5482959374785425E-8,238000.0,90.9,81.70560090064734,81.76352705410822,80.63829787234043,2096.0,5608.0,1.0,1.0,1.0,0.0,4896.0,0.0,1.0294117647058822
239000.0,4.746604,1.551075077719159E-8,239000.0,91.8,83.5999343997376,83.63273453093814,83.33333333333334,3096.0,5608.0,1.0,1.0,1.0,0.0,4896.0,0.0,1.0294117647058822
240000.0,4.769554,1.5544046490556668E-8,240000.0,85.6,71.19308634072176,71.59763313609467,69.42675159235668,544.0,5608.0,1.0,1.0,1.0,0.0,4896.0,0.0,1.0294117647058822
241000.0,4.786527,1.556867081051072E-8,241000.0,88.2,76.39971679660155,76.49402390438247,76.01626016260163,1544.0,5608.0,1.0,1.0,1.0,0.0,4896.0,0.0,1.0294117647058822
242000.0,4.8018,1.5590828781326615E-8,242000.0,90.0,79.99039538978711,80.58252427184468,78.72340425531915,2544.0,5608.0,1.0,1.0,1.0,0.0,4896.0,0.0,1.0294117647058822
243000.0,4.818316,1.5638683032658368E-8,243000.0,85.8,71.4396048206729,71.71314741035856,70.042194092827,3544.0,11200.0,3.0,2.0,2.0,1.0,4896.0,0.0,1.0294117647058822
244000.0,4.835845,1.5664113993859955E-8,244000.0,85.2,70.40153911996576,71.09375,70.86614173228347,928.0,5608.0,1.0,1.0,1.0,0.0,4896.0,0.0,1.0294117647058822
245000.0,4.852569,1.5688377066204948E-8,245000.0,86.6,73.20589470316531,73.87914230019493,74.18111753371869,712.0,5608.0,1.0,1.0,1.0,0.0,5064.0,0.0,1.028436018957346
246000.0,4.868203,1.57110587735143E-8,246000.0,91.4,82.79036260305772,82.12058212058213,82.15767634854772,1712.0,5608.0,1.0,1.0,1.0,0.0,5064.0,0.0,1.028436018957346
247000.0,4.885228,1.5735758534736103E-8,247000.0,92.30000000000001,84.58149779735683,84.18891170431212,84.0909090909091,2712.0,5608.0,1.0,1.0,1.0,0.0,5064.0,0.0,1.028436018957346
248000.0,4.902709,1.5786408823397424E-8,248000.0,89.0,77.85428117009926,77.91164658634538,76.54584221748401,3712.0,11200.0,3.0,2.0,2.0,1.0,5064.0,0.0,1.028436018957346
249000.0,4.920393,1.5837647294004758E-8,249000.0,86.8,73.60052798944021,74.31906614785993,73.70517928286853,4712.0,11200.0,3.0,2.0,2.0,1.0,5064.0,0.0,1.028436018957346
250000.0,4.938127,1.5889030637012588E-8,250000.0,87.1,74.20061918513956,73.83367139959431,73.18087318087318,5712.0,11200.0,3.0,2.0,2.0,1.0,5064.0,0.0,1.028436018957346
251000.0,4.961117,1.592238438212209E-8,251000.0,81.89999999999999,63.61662780413282,63.508064516129025,63.72745490981963,664.0,5608.0,1.0,1.0,1.0,0.0,4896.0,0.0,1.0294117647058822
252000.0,4.977352,1.594593801639146E-8,252000.0,88.4,76.71197125133004,76.56565656565657,76.08247422680412,1664.0,5608.0,1.0,1.0,1.0,0.0,4896.0,0.0,1.0294117647058822
253000.0,4.997325,1.5974914717177547E-8,253000.0,90.4,80.70204357317745,81.2133072407045,79.9163179916318,2664.0,5608.0,1.0,1.0,1.0,0.0,4896.0,0.0,1.0294117647058822
254000.0,5.015665,1.6028053913679386E-8,254000.0,87.8,75.59414259422262,76.67304015296367,75.50200803212851,3664.0,11200.0,3.0,2.0,2.0,1.0,4896.0,0.0,1.0294117647058822
255000.0,5.032823,1.6077768326633502E-8,255000.0,87.7,75.39862232285009,76.25482625482626,75.4,4664.0,11200.0,3.0,2.0,2.0,1.0,4896.0,0.0,1.0294117647058822
256000.0,5.049399,1.612579642484585E-8,256000.0,87.4,74.80483747120553,75.14792899408283,73.85892116182573,5664.0,11200.0,3.0,2.0,2.0,1.0,4896.0,0.0,1.0294117647058822
257000.0,5.067371,1.620386863334311E-8,257000.0,86.0,71.9474856932177,72.05588822355288,72.33201581027667,6664.0,16792.0,5.0,3.0,3.0,2.0,4896.0,0.0,1.0294117647058822
258000.0,5.085698,1.6309995833370415E-8,258000.0,85.1,70.15535240720116,70.61143984220907,69.1511387163561,7664.0,22384.0,7.0,4.0,4.0,2.0,4896.0,0.0,1.0294117647058822
259000.0,5.104162,1.6416916367080472E-8,259000.0,87.3,74.60711000919743,74.39516129032258,73.54166666666666,8664.0,22384.0,7.0,4.0,4.0,2.0,4896.0,0.0,1.0294117647058822
260000.0,5.121208,1.6515625607636234E-8,260000.0,86.2,72.38232468780019,71.83673469387755,72.28915662650603,9664.0,22384.0,7.0,4.0,4.0,2.0,4896.0,0.0,1.0294117647058822
261000.0,5.138514,1.6615840444962177E-8,261000.0,89.1,78.16593886462883,79.66417910447761,77.5257731958763,10664.0,22384.0,7.0,4.0,4.0,2.0,4896.0,0.0,1.0294117647058822
262000.0,5.155513,1.6714277519947944E-8,262000.0,90.5,80.99771972636717,81.22529644268775,80.1670146137787,11664.0,22384.0,7.0,4.0,4.0,2.0,4896.0,0.0,1.0294117647058822
263000.0,5.173744,1.6819848807321646E-8,263000.0,88.0,75.87648761659698,74.89539748953975,75.65922920892496,12664.0,22384.0,7.0,4.0,4.0,2.0,4896.0,0.0,1.0294117647058822
264000.0,5.190194,1.691510675681961E-8,264000.0,88.7,77.39728767452094,77.03252032520325,76.70103092783506,13664.0,22384.0,7.0,4.0,4.0,2.0,4896.0,0.0,1.0294117647058822
265000.0,5.207229,1.701375229905048E-8,265000.0,90.0,79.98919416484902,79.46611909650925,79.12317327766179,14664.0,22384.0,7.0,4.0,4.0,2.0,4896.0,0.0,1.0294117647058822
266000.0,5.225921,1.714903398934337E-8,266000.0,88.5,76.98527057316683,76.86116700201208,76.2396694214876,15664.0,27976.0,9.0,5.0,5.0,3.0,4896.0,0.0,1.0294117647058822
267000.0,5.242839,1.7271476512153934E-8,267000.0,90.5,80.96528067194564,81.29921259842521,81.51750972762648,16664.0,27976.0,9.0,5.0,5.0,3.0,4896.0,0.0,1.0294117647058822
268000.0,5.26207,1.7466300388591147E-8,268000.0,85.5,70.93675838624847,70.88353413654617,69.97929606625259,17664.0,39160.0,13.0,7.0,7.0,3.0,4896.0,0.0,1.0294117647058822
269000.0,5.278877,1.7636567399733587E-8,269000.0,86.7,73.3744394618834,73.6111111111111,72.57731958762886,18664.0,39160.0,13.0,7.0,7.0,3.0,4896.0,0.0,1.0294117647058822
270000.0,5.296255,1.7812619051999508E-8,270000.0,88.9,77.8,76.97095435684648,77.84431137724552,19664.0,39160.0,13.0,7.0,7.0,3.0,4896.0,0.0,1.0294117647058822
271000.0,5.319681,1.784660534312327E-8,271000.0,78.4,56.772334293948134,54.811715481171554,58.220502901353974,536.0,5608.0,1.0,1.0,1.0,0.0,4896.0,0.0,1.0294117647058822
272000.0,5.337881,1.7873009786837625E-8,272000.0,86.9,73.78238176054307,74.46393762183236,73.48178137651821,544.0,5608.0,1.0,1.0,1.0,0.0,5064.0,0.0,1.028436018957346
273000.0,5.356944,1.7900666265437996E-8,273000.0,89.4,78.81660777950088,76.49667405764967,77.54237288135593,1544.0,5608.0,1.0,1.0,1.0,0.0,5064.0,0.0,1.028436018957346
274000.0,5.373561,1.7924774102866647E-8,274000.0,91.2,82.16854774979231,83.33333333333334,82.07739307535643,2544.0,5608.0,1.0,1.0,1.0,0.0,5064.0,0.0,1.028436018957346
275000.0,5.391088,1.7975557674136423E-8,275000.0,89.0,77.97665525456985,77.27272727272727,78.08764940239044,3544.0,11200.0,3.0,2.0,2.0,1.0,5064.0,0.0,1.028436018957346
276000.0,5.410973,1.8090706873271198E-8,276000.0,84.2,68.40417064947427,68.33667334669337,68.46307385229541,4544.0,22384.0,7.0,4.0,4.0,2.0,5064.0,0.0,1.028436018957346
